From File,To File,References,From Entities,To Entities
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\ClipboardHistory\clipboardHistoryPanel.h,4,2,4
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\ColourPicker\WordStyleDlg.h,2,2,2
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\ContextMenu\ContextMenu.cpp,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\ContextMenu\ContextMenu.h,5,2,3
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\DockingWnd\Docking.h,48,9,14
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\DockingWnd\DockingDlgInterface.h,5,5,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\DockingWnd\DockingManager.cpp,13,5,7
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\DockingWnd\DockingManager.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\DocumentMap\documentMap.cpp,5,3,4
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\DocumentMap\documentMap.h,5,2,5
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\FindCharsInRange\FindCharsInRange.h,2,2,2
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\FunctionList\functionListPanel.cpp,2,2,2
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\FunctionList\functionListPanel.h,3,2,3
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\FunctionList\functionParser.h,8,7,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\Grid\ShortcutMapper.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\ImageListSet\ImageListSet.cpp,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\ImageListSet\ImageListSet.h,30,3,3
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\OpenSaveFileDialog\FileDialog.cpp,4,1,4
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\OpenSaveFileDialog\FileDialog.h,2,2,2
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\Preference\preferenceDlg.h,3,3,3
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\ProjectPanel\ProjectPanel.cpp,3,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\ProjectPanel\ProjectPanel.h,10,4,8
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\shortcut\RunMacroDlg.h,3,3,3
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\shortcut\shortcut.cpp,6,3,4
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\shortcut\shortcut.h,16,8,13
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\SplitterContainer\SplitterContainer.cpp,2,2,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\SplitterContainer\SplitterContainer.h,13,7,6
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\StaticDialog\RunDlg\RunDlg.cpp,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\StaticDialog\RunDlg\RunDlg.h,4,4,4
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\StaticDialog\StaticDialog.cpp,4,4,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\StaticDialog\StaticDialog.h,9,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\StatusBar\StatusBar.cpp,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\StatusBar\StatusBar.h,14,8,6
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\TabBar\TabBar.cpp,7,2,2
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\TabBar\TabBar.h,41,14,19
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\TaskList\TaskListDlg.h,7,3,5
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\ToolBar\ToolBar.cpp,8,4,7
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\ToolBar\ToolBar.h,16,9,9
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\TrayIcon\trayIconControler.cpp,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\VerticalFileSwitcher\VerticalFileSwitcher.h,7,5,7
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\Window.h,218,41,9
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\WindowsDlg\WindowsDlg.cpp,3,3,3
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\WindowsDlg\WindowsDlgRc.h,2,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\lastRecentFileList.h,2,2,2
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\lesDlgs.h,2,2,2
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\localization.h,2,2,2
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\PluginsManager\Notepad_plus_msgs.h,7,3,3
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\PluginsManager\PluginsManager.h,2,2,2
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\Process\Process.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.cpp,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus_Window.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppIO.cpp,2,2,2
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Parameters.cpp,3,3,3
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Parameters.h,12,11,6
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\AutoCompletion.h,3,3,2
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\Buffer.h,8,4,3
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\columnEditor.h,2,2,2
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\DocTabView.h,5,5,2
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\FindReplaceDlg.cpp,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\FindReplaceDlg.h,3,3,3
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\GoToLineDlg.h,2,2,2
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\ScintillaCtrls.h,2,2,2
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\ScintillaEditView.h,24,17,7
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\SmartHighlighter.h,2,2,2
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\ScitillaComponent\UserDefineDialog.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\AboutDlg\AboutDlg.h,2,2,2
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\AnsiCharPanel\ansiCharPanel.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\ClipboardHistory\clipboardHistoryPanel.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\ColourPicker\WordStyleDlg.h,2,2,2
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\ContextMenu\ContextMenu.h,2,2,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\DockingWnd\DockingManager.h,2,2,2
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\DocumentMap\documentMap.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\FindCharsInRange\FindCharsInRange.h,2,2,2
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\FunctionList\functionListPanel.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\ImageListSet\ImageListSet.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\OpenSaveFileDialog\FileDialog.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\Preference\preferenceDlg.h,2,2,2
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\ProjectPanel\ProjectPanel.h,4,4,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\shortcut\RunMacroDlg.h,2,2,2
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\shortcut\shortcut.h,3,3,3
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\SplitterContainer\SplitterContainer.h,3,3,2
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\StaticDialog\RunDlg\RunDlg.h,2,2,2
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\StatusBar\StatusBar.h,3,3,3
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\TaskList\TaskListDlg.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\ToolBar\ToolBar.h,3,3,2
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\TrayIcon\trayIconControler.h,2,2,2
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\VerticalFileSwitcher\VerticalFileSwitcher.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\Window.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\WindowsDlg\WindowsDlg.h,2,2,2
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus_Window.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\localization.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus_Window.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\menuCmdID.h,2,1,2
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus_Window.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\Common\Common.cpp,3,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus_Window.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\Common\precompiledHeaders.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus_Window.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\PluginsManager\Notepad_plus_msgs.h,2,1,2
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus_Window.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\PluginsManager\PluginsManager.cpp,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus_Window.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\MISC\PluginsManager\PluginsManager.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus_Window.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.cpp,2,1,2
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus_Window.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.h,12,2,7
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus_Window.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus_Window.h,19,3,3
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus_Window.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppBigSwitch.cpp,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus_Window.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Parameters.cpp,2,1,2
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus_Window.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Parameters.h,47,6,29
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus_Window.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\resource.h,5,1,3
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus_Window.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\TrayIcon\trayIconControler.cpp,2,1,2
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus_Window.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\TrayIcon\trayIconControler.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus_Window.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\Window.h,19,1,4
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus_Window.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.cpp,2,2,2
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus_Window.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus.h,3,3,3
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus_Window.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus_Window.cpp,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus_Window.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Parameters.h,1,1,1
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\Notepad_plus_Window.h,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\WinControls\Window.h,3,3,3
C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\NppBigSwitch.cpp,C:\usr\Projects\notepadplus_repository\trunk\PowerEditor\src\lastRecentFileList.cpp,5,1,4
